Time,ChannelA,ChannelB,ChannelD
(s),(V),(mV),(V)
,,,
0.05696437,1.614173,90.55118,3.425197
0.05697037,1.653543,82.67715,3.346457
0.05697637,1.653543,90.55118,3.346457
0.05698238,1.574803,86.61417,3.425197
0.05698838,1.574803,94.48818,3.425197
0.05699438,1.614173,98.42519,3.385827
0.05700039,1.614173,90.55118,3.346457
0.05700639,1.614173,82.67715,3.385827
0.05701239,1.535433,86.61417,3.385827
0.0570184,1.574803,86.61417,3.385827
0.0570244,1.614173,90.55118,3.385827
0.0570304,1.692913,90.55118,3.385827
0.05703641,1.614173,90.55118,3.385827
0.05704241,1.574803,86.61417,3.425197
0.05704841,1.574803,90.55118,3.385827
0.05705442,1.692913,90.55118,3.385827
0.05706042,1.653543,90.55118,3.346457
0.05706642,1.574803,90.55118,3.385827
0.05707242,1.574803,90.55118,3.385827
0.05707843,1.614173,86.61417,3.385827
0.05708443,1.614173,86.61417,3.385827
0.05709043,1.614173,94.48818,3.385827
0.05709644,1.614173,90.55118,3.385827
0.05710244,1.574803,86.61417,3.425197
0.05710844,1.614173,90.55118,3.385827
0.05711445,1.614173,90.55118,3.385827
0.05712045,1.614173,90.55118,3.385827
0.05712645,1.614173,90.55118,3.385827
0.05713246,1.614173,94.48818,3.385827
0.05713846,1.653543,90.55118,3.425197
0.05714446,1.614173,86.61417,3.346457
0.05715047,1.614173,86.61417,3.385827
0.05715647,1.574803,94.48818,3.425197
0.05716247,1.574803,90.55118,3.385827
0.05716848,1.614173,86.61417,3.385827
0.05717448,1.614173,90.55118,3.385827
0.05718048,1.614173,86.61417,3.425197
0.05718649,1.614173,86.61417,3.425197
0.05719249,1.614173,90.55118,3.385827
0.05719849,1.614173,90.55118,3.385827
0.0572045,1.614173,90.55118,3.385827
0.0572105,1.614173,94.48818,3.385827
0.0572165,1.614173,90.55118,3.346457
0.0572225,1.614173,90.55118,3.346457
0.05722851,1.614173,90.55118,3.385827
0.05723451,1.614173,86.61417,3.385827
0.05724051,1.614173,86.61417,3.385827
0.05724652,1.614173,94.48818,3.385827
0.05725252,1.653543,86.61417,3.385827
0.05725852,1.614173,86.61417,3.385827
0.05726453,1.614173,90.55118,3.425197
0.05727053,1.614173,94.48818,3.385827
0.05727653,1.614173,90.55118,3.385827
0.05728254,1.653543,90.55118,3.385827
0.05728854,1.574803,90.55118,3.385827
0.05729454,1.574803,86.61417,3.385827
0.05730055,1.653543,90.55118,3.385827
0.05730655,1.653543,94.48818,3.385827
0.05731255,1.574803,90.55118,3.385827
0.05731856,1.496063,86.61417,3.385827
0.05732456,1.614173,94.48818,3.385827
0.05733056,1.692913,90.55118,3.385827
0.05733657,1.574803,90.55118,3.385827
0.05734257,1.574803,98.42519,3.425197
0.05734857,1.574803,90.55118,3.385827
0.05735458,1.653543,90.55118,3.425197
0.05736058,1.614173,86.61417,3.346457
0.05736658,1.614173,86.61417,3.385827
0.05737258,1.574803,86.61417,3.425197
0.05737859,1.574803,90.55118,3.385827
0.05738459,1.653543,94.48818,3.385827
0.05739059,1.692913,90.55118,3.385827
0.0573966,1.614173,90.55118,3.385827
0.0574026,1.535433,90.55118,3.385827
0.0574086,1.614173,90.55118,3.385827
0.05741461,1.653543,86.61417,3.385827
0.05742061,1.614173,86.61417,3.425197
0.05742661,1.574803,90.55118,3.425197
0.05743262,1.614173,94.48818,3.385827
0.05743862,1.692913,94.48818,3.385827
0.05744462,1.614173,90.55118,3.385827
0.05745063,1.574803,86.61417,3.385827
0.05745663,1.574803,90.55118,3.464567
0.05746263,1.614173,86.61417,3.385827
0.05746864,1.614173,90.55118,3.385827
0.05747464,1.614173,94.48818,3.385827
0.05748064,1.574803,90.55118,3.385827
0.05748665,1.614173,94.48818,3.385827
0.05749265,1.653543,94.48818,3.385827
0.05749865,1.614173,90.55118,3.346457
0.05750466,1.614173,86.61417,3.385827
0.05751066,1.574803,90.55118,3.385827
0.05751666,1.614173,90.55118,3.346457
0.05752266,1.614173,90.55118,3.385827
0.05752867,1.614173,90.55118,3.346457
0.05753467,1.614173,90.55118,3.385827
0.05754067,1.614173,90.55118,3.385827
0.05754668,1.574803,90.55118,3.385827
0.05755268,1.653543,94.48818,3.385827
0.05755868,1.614173,90.55118,3.385827
0.05756469,1.614173,86.61417,3.425197
0.05757069,1.574803,90.55118,3.385827
0.05757669,1.614173,90.55118,3.425197
0.0575827,1.614173,82.67715,3.385827
0.0575887,1.614173,86.61417,3.425197
0.0575947,1.574803,90.55118,3.425197
0.05760071,1.574803,94.48818,3.346457
0.05760671,1.614173,90.55118,3.385827
0.05761271,1.574803,86.61417,3.385827
0.05761872,1.614173,90.55118,3.385827
0.05762472,1.653543,90.55118,3.385827
0.05763072,1.614173,90.55118,3.385827
0.05763673,1.614173,90.55118,3.385827
0.05764273,1.614173,90.55118,3.346457
0.05764873,1.653543,90.55118,3.385827
0.05765474,1.574803,90.55118,3.346457
0.05766074,1.614173,90.55118,3.346457
0.05766674,1.653543,90.55118,3.464567
0.05767274,1.574803,94.48818,3.425197
0.05767875,1.574803,94.48818,3.385827
0.05768475,1.574803,90.55118,3.385827
0.05769075,1.653543,86.61417,3.425197
0.05769676,1.653543,90.55118,3.385827
0.05770276,1.574803,94.48818,3.346457
0.05770876,1.614173,86.61417,3.385827
0.05771477,1.614173,90.55118,3.385827
0.05772077,1.653543,94.48818,3.346457
0.05772677,1.653543,86.61417,3.425197
0.05773278,1.574803,86.61417,3.385827
0.05773878,1.614173,90.55118,3.425197
0.05774478,1.653543,86.61417,3.346457
0.05775079,1.653543,86.61417,3.346457
0.05775679,1.574803,90.55118,3.385827
0.05776279,1.535433,90.55118,3.385827
0.0577688,1.574803,86.61417,3.425197
0.0577748,1.653543,86.61417,3.346457
0.0577808,1.653543,94.48818,3.385827
0.05778681,1.574803,86.61417,3.425197
0.05779281,1.574803,86.61417,3.385827
0.05779881,1.653543,90.55118,3.425197
0.05780482,1.653543,90.55118,3.385827
0.05781082,1.614173,94.48818,3.385827
0.05781682,1.574803,86.61417,3.425197
0.05782282,1.614173,94.48818,3.385827
0.05782883,1.653543,86.61417,3.385827
0.05783483,1.614173,94.48818,3.425197
0.05784083,1.614173,86.61417,3.425197
0.05784684,1.535433,86.61417,3.385827
0.05785284,1.614173,86.61417,3.385827
0.05785884,1.653543,94.48818,3.385827
0.05786485,1.614173,90.55118,3.425197
0.05787085,1.614173,86.61417,3.385827
0.05787685,1.614173,90.55118,3.385827
0.05788286,1.653543,86.61417,3.385827
0.05788886,1.614173,90.55118,3.346457
0.05789486,1.574803,90.55118,3.385827
0.05790087,1.614173,86.61417,3.425197
0.05790687,1.574803,94.48818,3.385827
0.05791287,1.574803,86.61417,3.385827
0.05791888,1.653543,90.55118,3.385827
0.05792488,1.614173,90.55118,3.425197
0.05793088,1.574803,86.61417,3.385827
0.05793689,1.574803,90.55118,3.385827
0.05794289,1.653543,86.61417,3.385827
0.05794889,1.653543,90.55118,3.385827
0.0579549,1.614173,90.55118,3.385827
0.0579609,1.574803,86.61417,3.425197
0.0579669,1.574803,90.55118,3.385827
0.05797291,1.614173,94.48818,3.425197
0.05797891,1.574803,86.61417,3.385827
0.05798491,1.614173,90.55118,3.385827
0.05799091,1.614173,94.48818,3.346457
0.05799692,1.614173,90.55118,3.385827
0.05800292,1.574803,94.48818,3.425197
0.05800892,1.614173,90.55118,3.385827
0.05801493,1.614173,94.48818,3.385827
0.05802093,1.535433,94.48818,3.346457
0.05802693,1.653543,86.61417,3.385827
0.05803294,1.614173,90.55118,3.425197
0.05803894,1.574803,86.61417,3.346457
0.05804494,1.574803,86.61417,3.385827
0.05805095,1.653543,86.61417,3.385827
0.05805695,1.614173,90.55118,3.464567
0.05806295,1.574803,90.55118,3.346457
0.05806896,1.535433,94.48818,3.425197
0.05807496,1.653543,90.55118,3.385827
0.05808096,1.692913,90.55118,3.385827
0.05808697,1.574803,94.48818,3.385827
0.05809297,1.535433,90.55118,3.425197
0.05809897,1.653543,90.55118,3.425197
0.05810498,1.653543,90.55118,3.385827
0.05811098,1.614173,94.48818,3.385827
0.05811698,1.614173,86.61417,3.425197
0.05812299,1.535433,90.55118,3.425197
0.05812899,1.614173,94.48818,3.385827
0.05813499,1.692913,94.48818,3.385827
0.05814099,1.614173,90.55118,3.385827
0.058147,1.574803,90.55118,3.385827
0.058153,1.574803,90.55118,3.425197
0.058159,1.653543,98.42519,3.385827
0.05816501,1.653543,82.67715,3.385827
0.05817101,1.574803,82.67715,3.425197
0.05817701,1.574803,94.48818,3.425197
0.05818302,1.614173,90.55118,3.425197
0.05818902,1.614173,94.48818,3.385827
0.05819502,1.614173,90.55118,3.346457
0.05820103,1.614173,86.61417,3.385827
0.05820703,1.614173,86.61417,3.385827
0.05821303,1.614173,94.48818,3.385827
0.05821904,1.614173,90.55118,3.385827
0.05822504,1.614173,94.48818,3.385827
0.05823104,1.574803,90.55118,3.385827
0.05823705,1.614173,98.42519,3.385827
0.05824305,1.653543,90.55118,3.385827
0.05824905,1.614173,94.48818,3.385827
0.05825506,1.574803,86.61417,3.385827
0.05826106,1.614173,86.61417,3.425197
0.05826706,1.653543,90.55118,3.425197
0.05827307,1.614173,94.48818,3.385827
0.05827907,1.614173,94.48818,3.385827
0.05828507,1.614173,90.55118,3.425197
0.05829107,1.574803,86.61417,3.385827
0.05829708,1.614173,86.61417,3.385827
0.05830308,1.653543,86.61417,3.385827
0.05830908,1.614173,94.48818,3.346457
0.05831509,1.574803,94.48818,3.385827
0.05832109,1.614173,90.55118,3.385827
0.05832709,1.574803,90.55118,3.385827
0.0583331,1.614173,90.55118,3.385827
0.0583391,1.614173,90.55118,3.385827
0.0583451,1.614173,94.48818,3.385827
0.05835111,1.614173,94.48818,3.385827
0.05835711,1.653543,94.48818,3.385827
0.05836311,1.614173,94.48818,3.346457
0.05836912,1.614173,86.61417,3.385827
0.05837512,1.614173,86.61417,3.385827
0.05838112,1.614173,86.61417,3.385827
0.05838713,1.614173,90.55118,3.385827
0.05839313,1.614173,90.55118,3.425197
0.05839913,1.653543,90.55118,3.425197
0.05840514,1.614173,90.55118,3.346457
0.05841114,1.614173,90.55118,3.385827
0.05841714,1.653543,86.61417,3.425197
0.05842315,1.574803,90.55118,3.385827
0.05842915,1.535433,82.67715,3.425197
0.05843515,1.574803,86.61417,3.385827
0.05844115,1.692913,86.61417,3.425197
0.05844716,1.614173,90.55118,3.385827
0.05845316,1.574803,90.55118,3.385827
0.05845916,1.653543,82.67715,3.425197
0.05846517,1.653543,86.61417,3.346457
0.05847117,1.614173,94.48818,3.385827
0.05847717,1.574803,90.55118,3.425197
0.05848318,1.574803,94.48818,3.425197
0.05848918,1.614173,90.55118,3.385827
0.05849518,1.653543,86.61417,3.307086
0.05850119,1.614173,86.61417,3.425197
0.05850719,1.614173,86.61417,3.385827
0.05851319,1.574803,86.61417,3.425197
0.0585192,1.653543,90.55118,3.385827
0.0585252,1.692913,90.55118,3.385827
0.0585312,1.574803,86.61417,3.385827
0.05853721,1.574803,90.55118,3.385827
0.05854321,1.574803,86.61417,3.385827
0.05854921,1.574803,94.48818,3.385827
0.05855522,1.614173,90.55118,3.385827
0.05856122,1.574803,86.61417,3.425197
0.05856722,1.574803,86.61417,3.346457
0.05857323,1.614173,98.42519,3.385827
0.05857923,1.653543,90.55118,3.346457
0.05858523,1.614173,86.61417,3.385827
0.05859123,1.653543,90.55118,3.385827
0.05859724,1.574803,90.55118,3.385827
0.05860324,1.614173,90.55118,3.425197
0.05860924,1.653543,94.48818,3.425197
0.05861525,1.614173,94.48818,3.385827
0.05862125,1.535433,82.67715,3.385827
0.05862725,1.614173,90.55118,3.425197
0.05863326,1.653543,82.67715,3.346457
0.05863926,1.614173,94.48818,3.385827
0.05864526,1.574803,86.61417,3.385827
0.05865127,1.574803,90.55118,3.425197
0.05865727,1.614173,90.55118,3.385827
0.05866327,1.574803,94.48818,3.385827
0.05866928,1.653543,90.55118,3.425197
0.05867528,1.614173,90.55118,3.464567
0.05868128,1.614173,86.61417,3.385827
0.05868729,1.653543,86.61417,3.346457
0.05869329,1.614173,98.42519,3.425197
0.05869929,1.574803,86.61417,3.385827
0.0587053,1.574803,90.55118,3.425197
0.0587113,1.614173,90.55118,3.385827
0.0587173,1.614173,86.61417,3.385827
0.05872331,1.653543,86.61417,3.346457
0.05872931,1.614173,90.55118,3.385827
0.05873531,1.614173,90.55118,3.425197
0.05874131,1.614173,90.55118,3.385827
0.05874732,1.614173,90.55118,3.385827
0.05875332,1.614173,94.48818,3.385827
0.05875932,1.574803,90.55118,3.346457
0.05876533,1.614173,90.55118,3.346457
0.05877133,1.614173,94.48818,3.385827
0.05877733,1.574803,90.55118,3.425197
0.05878334,1.614173,86.61417,3.385827
0.05878934,1.574803,90.55118,3.385827
0.05879534,1.653543,98.42519,3.425197
0.05880135,1.653543,90.55118,3.346457
0.05880735,1.653543,90.55118,3.385827
0.05881335,1.535433,90.55118,3.346457
0.05881936,1.614173,90.55118,3.425197
0.05882536,1.653543,94.48818,3.385827
0.05883136,1.614173,98.42519,3.346457
0.05883737,1.574803,86.61417,3.464567
0.05884337,1.614173,90.55118,3.385827
0.05884937,1.653543,94.48818,3.346457
0.05885538,1.614173,90.55118,3.346457
0.05886138,1.614173,90.55118,3.385827
0.05886738,1.574803,90.55118,3.425197
0.05887339,1.614173,90.55118,3.425197
0.05887939,1.653543,90.55118,3.385827
0.05888539,1.692913,86.61417,3.346457
0.05889139,1.535433,90.55118,3.346457
0.0588974,1.574803,86.61417,3.346457
0.0589034,1.614173,90.55118,3.346457
0.0589094,1.653543,90.55118,3.464567
0.05891541,1.614173,90.55118,3.425197
0.05892141,1.614173,90.55118,3.425197
0.05892741,1.574803,90.55118,3.464567
0.05893342,1.653543,90.55118,3.385827
0.05893942,1.614173,90.55118,3.425197
0.05894542,1.574803,90.55118,3.425197
0.05895143,1.574803,94.48818,3.385827
0.05895743,1.574803,86.61417,3.385827
0.05896343,1.614173,90.55118,3.346457
0.05896944,1.614173,90.55118,3.385827
0.05897544,1.574803,90.55118,3.385827
0.05898144,1.574803,86.61417,3.346457
0.05898745,1.653543,86.61417,3.385827
0.05899345,1.614173,94.48818,3.385827
0.05899945,1.574803,90.55118,3.385827
0.05900546,1.614173,86.61417,3.425197
0.05901146,1.614173,90.55118,3.385827
0.05901746,1.614173,90.55118,3.385827
0.05902347,1.614173,86.61417,3.425197
0.05902947,1.614173,86.61417,3.425197
0.05903547,1.574803,82.67715,3.385827
0.05904147,1.614173,86.61417,3.385827
0.05904748,1.614173,90.55118,3.385827
0.05905348,1.614173,86.61417,3.385827
0.05905948,1.653543,90.55118,3.385827
0.05906549,1.574803,90.55118,3.385827
0.05907149,1.614173,86.61417,3.346457
0.05907749,1.614173,90.55118,3.385827
0.0590835,1.614173,94.48818,3.385827
0.0590895,1.614173,90.55118,3.425197
0.0590955,1.614173,90.55118,3.385827
0.05910151,1.614173,90.55118,3.346457
0.05910751,1.614173,94.48818,3.385827
0.05911351,1.614173,86.61417,3.425197
0.05911952,1.614173,86.61417,3.385827
0.05912552,1.574803,90.55118,3.346457
0.05913152,1.614173,90.55118,3.346457
0.05913753,1.614173,86.61417,3.385827
0.05914353,1.614173,94.48818,3.425197
0.05914953,1.574803,90.55118,3.346457
0.05915554,1.614173,90.55118,3.346457
0.05916154,1.614173,90.55118,3.425197
0.05916754,1.653543,90.55118,3.385827
0.05917355,1.574803,86.61417,3.385827
0.05917955,1.535433,90.55118,3.346457
0.05918555,1.653543,94.48818,3.385827
0.05919155,1.692913,90.55118,3.385827
0.05919756,1.574803,94.48818,3.385827
0.05920356,1.574803,90.55118,3.385827
0.05920956,1.614173,90.55118,3.425197
0.05921557,1.653543,90.55118,3.385827
0.05922157,1.614173,94.48818,3.385827
0.05922757,1.574803,82.67715,3.385827
0.05923358,1.574803,90.55118,3.385827
0.05923958,1.614173,90.55118,3.385827
0.05924558,1.614173,90.55118,3.346457
0.05925159,1.614173,90.55118,3.425197
0.05925759,1.535433,86.61417,3.385827
0.05926359,1.574803,82.67715,3.385827
0.0592696,1.653543,86.61417,3.385827
0.0592756,1.614173,94.48818,3.346457
0.0592816,1.535433,90.55118,3.425197
0.05928761,1.574803,98.42519,3.385827
0.05929361,1.653543,94.48818,3.385827
0.05929961,1.653543,94.48818,3.385827
0.05930562,1.653543,94.48818,3.385827
0.05931162,1.614173,90.55118,3.385827
0.05931762,1.574803,86.61417,3.385827
0.05932363,1.614173,90.55118,3.385827
0.05932963,1.614173,94.48818,3.385827
0.05933563,1.574803,90.55118,3.425197
0.05934163,1.614173,90.55118,3.385827
0.05934764,1.614173,86.61417,3.385827
0.05935364,1.614173,90.55118,3.346457
0.05935964,1.614173,90.55118,3.385827
0.05936565,1.614173,90.55118,3.385827
0.05937165,1.614173,94.48818,3.385827
0.05937765,1.574803,98.42519,3.425197
0.05938366,1.614173,90.55118,3.385827
0.05938966,1.574803,90.55118,3.385827
0.05939566,1.614173,90.55118,3.385827
0.05940167,1.614173,86.61417,3.385827
0.05940767,1.574803,90.55118,3.385827
0.05941367,1.614173,86.61417,3.385827
0.05941968,1.574803,90.55118,3.385827
0.05942568,1.614173,90.55118,3.385827
0.05943168,1.653543,90.55118,3.385827
0.05943769,1.653543,86.61417,3.346457
0.05944369,1.614173,90.55118,3.425197
0.05944969,1.614173,86.61417,3.385827
0.0594557,1.614173,94.48818,3.425197
0.0594617,1.614173,94.48818,3.385827
0.0594677,1.653543,90.55118,3.425197
0.05947371,1.614173,90.55118,3.425197
0.05947971,1.614173,86.61417,3.385827
0.05948571,1.614173,90.55118,3.346457
0.05949171,1.614173,98.42519,3.385827
0.05949772,1.614173,86.61417,3.425197
0.05950372,1.574803,86.61417,3.385827
0.05950972,1.574803,90.55118,3.385827
0.05951573,1.574803,90.55118,3.346457
0.05952173,1.692913,90.55118,3.385827
0.05952773,1.614173,86.61417,3.385827
0.05953374,1.574803,94.48818,3.385827
0.05953974,1.574803,86.61417,3.385827
0.05954574,1.653543,90.55118,3.385827
0.05955175,1.653543,90.55118,3.385827
0.05955775,1.574803,90.55118,3.346457
0.05956375,1.535433,102.3622,3.425197
0.05956976,1.653543,86.61417,3.385827
0.05957576,1.653543,94.48818,3.346457
0.05958176,1.614173,90.55118,3.385827
0.05958777,1.574803,86.61417,3.385827
0.05959377,1.614173,86.61417,3.385827
0.05959977,1.653543,90.55118,3.346457
0.05960578,1.614173,86.61417,3.346457
0.05961178,1.574803,90.55118,3.425197
0.05961778,1.614173,94.48818,3.385827
0.05962379,1.574803,94.48818,3.346457
0.05962979,1.692913,94.48818,3.425197
0.05963579,1.614173,86.61417,3.425197
0.05964179,1.535433,94.48818,3.425197
0.0596478,1.574803,90.55118,3.385827
0.0596538,1.653543,90.55118,3.385827
0.0596598,1.653543,90.55118,3.346457
0.05966581,1.614173,86.61417,3.425197
0.05967181,1.574803,90.55118,3.464567
0.05967781,1.614173,94.48818,3.385827
0.05968382,1.614173,90.55118,3.385827
0.05968982,1.574803,90.55118,3.425197
0.05969582,1.614173,90.55118,3.385827
0.05970183,1.574803,90.55118,3.425197
0.05970783,1.574803,82.67715,3.425197
0.05971383,1.614173,90.55118,3.385827
0.05971984,1.614173,90.55118,3.385827
0.05972584,1.614173,86.61417,3.425197
0.05973184,1.653543,90.55118,3.385827
0.05973785,1.614173,86.61417,3.385827
0.05974385,1.574803,86.61417,3.385827
0.05974985,1.574803,86.61417,3.425197
0.05975586,1.574803,90.55118,3.385827
0.05976186,1.614173,86.61417,3.425197
0.05976786,1.614173,94.48818,3.425197
0.05977387,1.614173,90.55118,3.385827
0.05977987,1.574803,90.55118,3.385827
0.05978587,1.614173,90.55118,3.385827
0.05979187,1.614173,94.48818,3.346457
0.05979788,1.614173,86.61417,3.425197
0.05980388,1.614173,94.48818,3.385827
0.05980988,1.614173,86.61417,3.385827
0.05981589,1.614173,90.55118,3.385827
0.05982189,1.614173,86.61417,3.385827
0.05982789,1.614173,90.55118,3.385827
0.0598339,1.574803,90.55118,3.385827
0.0598399,1.574803,94.48818,3.425197
0.0598459,1.614173,90.55118,3.385827
0.05985191,1.653543,94.48818,3.346457
0.05985791,1.653543,90.55118,3.425197
0.05986391,1.614173,86.61417,3.385827
0.05986992,1.614173,94.48818,3.385827
0.05987592,1.614173,90.55118,3.385827
0.05988192,1.614173,94.48818,3.346457
0.05988793,1.614173,90.55118,3.425197
0.05989393,1.614173,94.48818,3.385827
0.05989993,1.574803,86.61417,3.346457
0.05990594,1.614173,82.67715,3.385827
0.05991194,1.653543,90.55118,3.425197
0.05991794,1.574803,90.55118,3.385827
0.05992395,1.614173,94.48818,3.385827
0.05992995,1.614173,86.61417,3.385827
0.05993595,1.692913,90.55118,3.425197
0.05994195,1.653543,90.55118,3.346457
0.05994796,1.574803,86.61417,3.346457
0.05995396,1.574803,90.55118,3.464567
0.05995996,1.614173,90.55118,3.346457
0.05996597,1.653543,94.48818,3.385827
0.05997197,1.614173,90.55118,3.425197
0.05997797,1.535433,86.61417,3.425197
0.05998398,1.574803,86.61417,3.425197
0.05998998,1.653543,90.55118,3.307086
0.05999598,1.614173,86.61417,3.385827
0.06000199,1.574803,90.55118,3.425197
0.06000799,1.574803,86.61417,3.385827
0.06001399,1.614173,94.48818,3.346457
0.06002,1.653543,86.61417,3.385827
0.060026,1.653543,90.55118,3.385827
0.060032,1.574803,86.61417,3.425197
0.06003801,1.574803,90.55118,3.425197
0.06004401,1.653543,86.61417,3.385827
0.06005001,1.653543,90.55118,3.385827
0.06005602,1.614173,86.61417,3.425197
0.06006202,1.574803,86.61417,3.385827
0.06006802,1.614173,86.61417,3.385827
0.06007403,1.614173,86.61417,3.385827
0.06008003,1.614173,90.55118,3.385827
0.06008603,1.614173,94.48818,3.385827
0.06009203,1.614173,90.55118,3.425197
0.06009804,1.614173,86.61417,3.346457
0.06010404,1.653543,90.55118,3.385827
0.06011004,1.574803,90.55118,3.385827
0.06011605,1.614173,90.55118,3.385827
0.06012205,1.614173,94.48818,3.385827
0.06012805,1.574803,90.55118,3.385827
0.06013406,1.614173,86.61417,3.385827
0.06014006,1.574803,94.48818,3.385827
0.06014606,1.614173,90.55118,3.385827
0.06015207,1.614173,90.55118,3.385827
0.06015807,1.614173,94.48818,3.385827
0.06016407,1.614173,90.55118,3.425197
0.06017008,1.614173,90.55118,3.385827
0.06017608,1.574803,86.61417,3.385827
0.06018208,1.614173,90.55118,3.385827
0.06018809,1.614173,90.55118,3.425197
0.06019409,1.614173,94.48818,3.385827
0.06020009,1.614173,90.55118,3.425197
0.0602061,1.653543,94.48818,3.385827
0.0602121,1.614173,90.55118,3.385827
0.0602181,1.614173,94.48818,3.385827
0.06022411,1.614173,86.61417,3.346457
0.06023011,1.614173,90.55118,3.385827
0.06023611,1.614173,94.48818,3.385827
0.06024211,1.653543,90.55118,3.385827
0.06024812,1.614173,94.48818,3.385827
0.06025412,1.614173,90.55118,3.385827
0.06026012,1.614173,90.55118,3.346457
0.06026613,1.614173,90.55118,3.385827
0.06027213,1.614173,98.42519,3.425197
0.06027813,1.614173,94.48818,3.425197
0.06028414,1.535433,90.55118,3.385827
0.06029014,1.574803,90.55118,3.385827
0.06029614,1.692913,86.61417,3.385827
0.06030215,1.653543,86.61417,3.425197
0.06030815,1.535433,86.61417,3.346457
0.06031415,1.574803,94.48818,3.425197
0.06032016,1.653543,86.61417,3.385827
0.06032616,1.614173,90.55118,3.346457
0.06033216,1.614173,86.61417,3.425197
0.06033817,1.574803,90.55118,3.425197
0.06034417,1.574803,90.55118,3.346457
0.06035017,1.614173,90.55118,3.346457
0.06035618,1.614173,90.55118,3.385827
0.06036218,1.574803,86.61417,3.425197
0.06036818,1.614173,94.48818,3.385827
0.06037419,1.653543,94.48818,3.385827
0.06038019,1.653543,90.55118,3.425197
0.06038619,1.574803,98.42519,3.385827
0.06039219,1.496063,86.61417,3.385827
0.0603982,1.653543,94.48818,3.385827
0.0604042,1.614173,90.55118,3.346457
0.0604102,1.614173,90.55118,3.385827
0.06041621,1.535433,94.48818,3.385827
0.06042221,1.614173,90.55118,3.385827
0.06042821,1.614173,90.55118,3.385827
0.06043422,1.614173,90.55118,3.425197
0.06044022,1.653543,90.55118,3.385827
0.06044622,1.614173,90.55118,3.385827
0.06045223,1.614173,94.48818,3.346457
0.06045823,1.614173,86.61417,3.425197
0.06046423,1.574803,90.55118,3.425197
0.06047024,1.574803,86.61417,3.385827
0.06047624,1.574803,90.55118,3.385827
0.06048224,1.614173,90.55118,3.425197
0.06048825,1.614173,86.61417,3.425197
0.06049425,1.574803,90.55118,3.385827
0.06050025,1.614173,90.55118,3.346457
0.06050626,1.653543,94.48818,3.425197
0.06051226,1.614173,90.55118,3.346457
0.06051826,1.574803,94.48818,3.346457
0.06052427,1.574803,94.48818,3.385827
0.06053027,1.574803,90.55118,3.385827
0.06053627,1.574803,90.55118,3.425197
0.06054227,1.614173,98.42519,3.385827
0.06054828,1.614173,94.48818,3.385827
0.06055428,1.574803,90.55118,3.346457
0.06056028,1.574803,86.61417,3.385827
0.06056629,1.614173,86.61417,3.385827
0.06057229,1.614173,86.61417,3.385827
0.06057829,1.614173,86.61417,3.346457
0.0605843,1.614173,90.55118,3.385827
0.0605903,1.574803,90.55118,3.385827
0.0605963,1.614173,90.55118,3.425197
0.06060231,1.574803,90.55118,3.425197
0.06060831,1.614173,86.61417,3.425197
0.06061431,1.614173,94.48818,3.425197
0.06062032,1.574803,94.48818,3.385827
0.06062632,1.614173,98.42519,3.385827
0.06063232,1.614173,90.55118,3.385827
0.06063833,1.653543,86.61417,3.425197
0.06064433,1.535433,90.55118,3.425197
0.06065033,1.614173,82.67715,3.385827
0.06065634,1.653543,90.55118,3.385827
0.06066234,1.653543,90.55118,3.425197
0.06066834,1.574803,90.55118,3.385827
0.06067435,1.574803,94.48818,3.385827
0.06068035,1.614173,90.55118,3.425197
0.06068635,1.692913,86.61417,3.385827
0.06069235,1.574803,86.61417,3.346457
0.06069836,1.574803,90.55118,3.385827
0.06070436,1.614173,90.55118,3.385827
0.06071036,1.614173,78.74015,3.385827
0.06071637,1.614173,86.61417,3.385827
0.06072237,1.574803,90.55118,3.385827
0.06072837,1.574803,90.55118,3.425197
0.06073438,1.614173,94.48818,3.346457
0.06074038,1.653543,94.48818,3.385827
0.06074638,1.614173,90.55118,3.425197
0.06075239,1.496063,94.48818,3.385827
0.06075839,1.614173,90.55118,3.464567
0.06076439,1.653543,98.42519,3.346457
0.0607704,1.614173,90.55118,3.385827
0.0607764,1.574803,94.48818,3.385827
0.0607824,1.574803,94.48818,3.385827
0.06078841,1.614173,90.55118,3.385827
0.06079441,1.653543,86.61417,3.385827
0.06080041,1.614173,86.61417,3.385827
0.06080642,1.574803,98.42519,3.385827
0.06081242,1.574803,86.61417,3.385827
0.06081842,1.614173,94.48818,3.385827
0.06082443,1.614173,86.61417,3.425197
0.06083043,1.614173,86.61417,3.425197
0.06083643,1.574803,90.55118,3.385827
0.06084243,1.614173,90.55118,3.346457
0.06084844,1.614173,90.55118,3.385827
0.06085444,1.614173,90.55118,3.425197
0.06086044,1.614173,90.55118,3.385827
0.06086645,1.614173,94.48818,3.346457
0.06087245,1.574803,90.55118,3.385827
0.06087845,1.614173,90.55118,3.385827
0.06088446,1.614173,94.48818,3.425197
0.06089046,1.614173,94.48818,3.385827
0.06089646,1.614173,86.61417,3.346457
0.06090247,1.614173,94.48818,3.385827
0.06090847,1.614173,90.55118,3.385827
0.06091447,1.574803,86.61417,3.385827
0.06092048,1.614173,90.55118,3.425197
0.06092648,1.614173,94.48818,3.385827
0.06093248,1.653543,86.61417,3.385827
0.06093849,1.614173,90.55118,3.425197
0.06094449,1.614173,94.48818,3.385827
0.06095049,1.614173,86.61417,3.385827
